Name,Sex,NOC,Year,Season,City,Sport,Event,Medal
Erik K. Vendt,M,USA,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Juan Evangelista Venegas Trinidad,M,PUR,1948,Summer,London,Boxing,Boxing Men's Bantamweight,Bronze
"Johanna Annechien ""Anneke"" Venema",F,NED,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
Yuriy Naumovych Venherovskiy,M,URS,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Gold
Simone Venier,M,ITA,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
Albert H. Venn,M,USA,1904,Summer,St. Louis,Lacrosse,Lacrosse Men's Lacrosse,Silver
Joseph Ventaja,M,FRA,1952,Summer,Helsinki,Boxing,Boxing Men's Featherweight,Bronze
Narciso Ventall Surralls,M,ESP,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Bronze
Frantiek Ventura,M,TCH,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold
Michelle Venturella,F,USA,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
Bruno Venturini,M,ITA,1936,Summer,Berlin,Football,Football Men's Football,Gold
Marco Venturini,M,ITA,1992,Summer,Barcelona,Shooting,Shooting Mixed Trap,Bronze
Tisha Lea Venturini,F,USA,1996,Summer,Atlanta,Football,Football Women's Football,Gold
Josef Vntus,M,TCH,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Bronze
Josef Vntus,M,TCH,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Bronze
Pter Vpi,M,HUN,1972,Summer,Munich,Football,Football Men's Football,Silver
Norge Luis Vera Peralta,M,CUB,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
Norge Luis Vera Peralta,M,CUB,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
Norge Luis Vera Peralta,M,CUB,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
Sibelis Veranes Morell,F,CUB,2000,Summer,Sydney,Judo,Judo Women's Middleweight,Gold
Jules Louis Verbecke (Gaillard-),M,FRA,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Silver
Oscar Andr Verbeeck,M,BEL,1920,Summer,Antwerpen,Football,Football Men's Football,Gold
Tonya Lynn Verbeek,F,CAN,2004,Summer,Athina,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver
Tonya Lynn Verbeek,F,CAN,2008,Summer,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
Tonya Lynn Verbeek,F,CAN,2012,Summer,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver
Andr Verbeke,M,BEL,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Bronze
"Joachim Hermanus Jacobus ""Jochem"" Verberne",M,NED,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
Aleksey Igoryevich Verbov,M,RUS,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
Aleksey Igoryevich Verbov,M,RUS,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
Franois Verboven,M,BEL,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Silver
Jean Verboven,M,BEL,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Silver
Cyrille C. Verbrugge,M,BEL,1906,Summer,Athina,Fencing,"Fencing Men's epee, Masters, Individual",Gold
Cyrille C. Verbrugge,M,BEL,1906,Summer,Athina,Fencing,"Fencing Men's Sabre, Masters, Individual",Gold
David Verburg,M,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Ines Vercesi,F,ITA,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Silver
"Philip John ""Phil"" Verchota",M,USA,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Andr Vercruysse,M,BEL,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Team",Bronze
Legna Verdecia Rodrguez,F,CUB,1996,Summer,Atlanta,Judo,Judo Women's Half-Lightweight,Bronze
Legna Verdecia Rodrguez,F,CUB,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,Gold
Richard Verderber,M,AUT,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",Bronze
Richard Verderber,M,AUT,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",Silver
"Joseph Thomas ""Joe"" Verdeur",M,USA,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Philip Verdon,M,GBR,1908,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver
Julien Verdonck,M,BEL,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Silver
Maurice Justin Verdonck,M,BEL,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver
Eric Franciscus Maria Verdonk,M,NZL,1988,Summer,Seoul,Rowing,Rowing Men's Single Sculls,Bronze
Krisztin Verb,M,HUN,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
kos Vereckei,M,HUN,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
kos Vereckei,M,HUN,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Jasa Veremalua,M,FIJ,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
Volodymyr Hryhorovych Veremeiev,M,URS,1976,Summer,Montreal,Football,Football Men's Football,Bronze
Gyz Veres,M,HUN,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middleweight,Bronze
Gyz Veres,M,HUN,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
Roger Roland Verey,M,POL,1936,Summer,Berlin,Rowing,Rowing Men's Double Sculls,Bronze
Valentin Verga,M,NED,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
Mariya Dimitrova Vergova-Petkova,F,BUL,1976,Summer,Montreal,Athletics,Athletics Women's Discus Throw,Silver
Mariya Dimitrova Vergova-Petkova,F,BUL,1980,Summer,Moskva,Athletics,Athletics Women's Discus Throw,Silver
Franois Vergucht,M,BEL,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
Henri William Joseph Verhavert,M,BEL,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
Carl Eduard Verheijen,M,NED,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
Carl Eduard Verheijen,M,NED,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze
"Johannes ""Jan"" Verheijen",M,NED,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
Maryna Mykolavna Verheliuk (Strilets-),F,UKR,2004,Summer,Athina,Handball,Handball Women's Handball,Bronze
Grigory Vladimirovich Verichev,M,URS,1988,Summer,Seoul,Judo,Judo Men's Heavyweight,Bronze
"Cornelis Arie ""Kees"" Verkerk",M,NED,1964,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
"Cornelis Arie ""Kees"" Verkerk",M,NED,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
"Cornelis Arie ""Kees"" Verkerk",M,NED,1968,Winter,Grenoble,Speed Skating,"Speed Skating Men's 5,000 metres",Silver
"Cornelis Arie ""Kees"" Verkerk",M,NED,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
Sergey Viktorovich Verlin,M,RUS,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Knud Frederik Rasmus Vermehren,M,DEN,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Albn Vermes,M,HUN,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,Silver
Jean-Pierre Vermetten,M,BEL,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Silver
"Gijsbert Theodor ""Gijs"" Vermeulen",M,NED,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Klaas Theodoor Vermeulen,M,NED,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
Michel Herv Vermeulin,M,FRA,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Gold
Michel Herv Vermeulin,M,FRA,1956,Summer,Melbourne,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Valerio Vermiglio,M,ITA,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Silver
Zdena Vemiovsk,F,TCH,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Silver
Zdena Vemiovsk,F,TCH,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
"William Franklyn ""Bill"" Verner",M,USA,1904,Summer,St. Louis,Athletics,"Athletics Men's 1,500 metres",Silver
"William Franklyn ""Bill"" Verner",M,USA,1904,Summer,St. Louis,Athletics,"Athletics Men's 4 mile, Team",Silver
Aurel Vernescu,M,ROU,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
Aurel Vernescu,M,ROU,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Aurel Vernescu,M,ROU,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Pierre Louis Vernet,M,FRA,1908,Summer,London,Archery,Archery Men's Continental Style,Silver
Oleh Yuriyovych Verniaiev,M,UKR,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Silver
Oleh Yuriyovych Verniaiev,M,UKR,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Laura Vernizzi,F,ITA,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
"Annabel Morwenna ""Annie"" Vernon",F,GBR,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
Karl Vernon,M,GBR,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Silver
George Edward Vernot,M,CAN,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Freestyle,Bronze
George Edward Vernot,M,CAN,1920,Summer,Antwerpen,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
Zoltn Verraszt,M,HUN,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Backstroke,Silver
Zoltn Verraszt,M,HUN,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
Ciro Verratti,M,ITA,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Francesco Verri,M,ITA,1906,Summer,Athina,Cycling,Cycling Men's Sprint,Gold
Francesco Verri,M,ITA,1906,Summer,Athina,Cycling,Cycling Men's 333 metres Time Trial,Gold
Francesco Verri,M,ITA,1906,Summer,Athina,Cycling,"Cycling Men's 5,000 metres",Gold
Maria Verschoor,F,NED,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
Victor Abel Verschueren,M,BEL,1924,Winter,Chamonix,Bobsleigh,Bobsleigh Men's Four/Five,Bronze
Sotirios Versis,M,GRE,1896,Summer,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Bronze
Sotirios Versis,M,GRE,1896,Summer,Athina,Athletics,Athletics Men's Discus Throw,Bronze
"Pieter Gilles ""Mechiel"" Versluis",M,NED,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,NED,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,Bronze
"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,NED,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,Bronze
"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,NED,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Pierre Marie Robert Versteegh,M,NED,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
Joseph Verstraeten,M,BEL,1920,Summer,Antwerpen,Gymnastics,Gymnastics Men's Team All-Around,Silver
Jzsef Vrtesy (Vrbel-),M,HUN,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Silver
Jzsef Vrtesy (Vrbel-),M,HUN,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
"Bernard Willem Jan ""Ben"" Verweij",M,NED,1920,Summer,Antwerpen,Football,Football Men's Football,Bronze
Koen Verweij,M,NED,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
Koen Verweij,M,NED,2014,Winter,Sochi,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
Ilmari Vesamaa,M,FIN,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Gold
Todor Veselinovi,M,YUG,1956,Summer,Melbourne,Football,Football Men's Football,Silver
Peter Veselovsk,M,TCH,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Vclav Vesel,M,TCH,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Team All-Around,Silver
Tatyana Leonidovna Veshkurova,F,RUS,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Yelena Sergeyevna Vesnina,F,RUS,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold
Rudolf Vesper,M,GDR,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
"Spyridon ""Spyros"" Vessalas",M,GRE,1906,Summer,Athina,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Silver
Georg Erland Larsen Vest,M,DEN,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
Edvin Vesterby,M,SWE,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
Mette Vestergaard Larsen (-Brandt),F,DEN,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
Mette Vestergaard Larsen (-Brandt),F,DEN,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
Roberto Vestrini,M,ITA,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
Marie Vtrovsk (-irok),F,TCH,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Silver
Vilhelm Vett,M,DEN,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,Silver
Vilhelm Vett,M,DEN,1928,Summer,Amsterdam,Sailing,Sailing Mixed 6 metres,Silver
"Jessica Ann ""Jessie"" Vetter",F,USA,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
"Jessica Ann ""Jessie"" Vetter",F,USA,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Max Vetter,M,GER,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,Bronze
Ernst Vettori,M,AUT,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
Ernst Vettori,M,AUT,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
Luca Vettori,M,ITA,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
Luka Vezili,M,YUG,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Silver
Maria Valentina Vezzali,F,ITA,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Individual",Silver
Maria Valentina Vezzali,F,ITA,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",Gold
Maria Valentina Vezzali,F,ITA,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",Gold
Maria Valentina Vezzali,F,ITA,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Gold
Maria Valentina Vezzali,F,ITA,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",Gold
Maria Valentina Vezzali,F,ITA,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",Gold
Maria Valentina Vezzali,F,ITA,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Bronze
Maria Valentina Vezzali,F,ITA,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",Bronze
Maria Valentina Vezzali,F,ITA,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
Begoa Va Dufresne Perea,F,ESP,1996,Summer,Atlanta,Sailing,Sailing Women's Two Person Dinghy,Gold
Natalia Va Dufresne Perea,F,ESP,1992,Summer,Barcelona,Sailing,Sailing Women's One Person Dinghy,Silver
Natalia Va Dufresne Perea,F,ESP,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Silver
Laurent Vial,M,SUI,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
Patrick Lucien Vial,M,FRA,1976,Summer,Montreal,Judo,Judo Men's Half-Middleweight,Bronze
Sandro Ricardo Rodrigues Viana,M,BRA,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Pierfranco Vianelli,M,ITA,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",Gold
Pierfranco Vianelli,M,ITA,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
Anne-Laure Viard,F,FRA,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
Frano Vian,M,CRO,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
Angelo Vicardi,M,ITA,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Jimmy Vicaut,M,FRA,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Tania Vicent,F,CAN,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
Tania Vicent,F,CAN,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
Tania Vicent,F,CAN,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
Tania Vicent,F,CAN,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
Mirko Vievi,M,YUG,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Gold
Giuseppe Vicino,M,ITA,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
Janeene Hope Vickers (-McKinney),F,USA,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres Hurdles,Bronze
"Stanley Frank ""Stan"" Vickers",M,GBR,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,Bronze
Maria Vicol (Titi-),F,ROU,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Individual",Bronze
Maria Vicol (Titi-),F,ROU,1968,Summer,Mexico City,Fencing,"Fencing Women's Foil, Team",Bronze
Lucien Honor Victor,M,BEL,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",Gold
Craig Scott Victory,M,AUS,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
Doriane Monique Vidal,F,FRA,2002,Winter,Salt Lake City,Snowboarding,Snowboarding Women's Halfpipe,Silver
Gabriel Vidal Nova,M,ESP,1992,Summer,Barcelona,Football,Football Men's Football,Gold
Jean-Pierre Andr Vidal,M,FRA,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
Jos Vidal,M,URU,1924,Summer,Paris,Football,Football Men's Football,Gold
Rafael Antonio Vidal Castro,M,VEN,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,Bronze
Lynn Marie Vidali (-Gautschi),F,USA,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,Silver
Lynn Marie Vidali (-Gautschi),F,USA,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
Csaba Vidts,M,HUN,1972,Summer,Munich,Football,Football Men's Football,Silver
Blagoja Vidini,M,YUG,1956,Summer,Melbourne,Football,Football Men's Football,Silver
Blagoja Vidini,M,YUG,1960,Summer,Roma,Football,Football Men's Football,Gold
Peter Glen Vidmar,M,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Silver
Peter Glen Vidmar,M,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold
Peter Glen Vidmar,M,USA,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Albin Vidovi,M,YUG,1972,Summer,Munich,Handball,Handball Men's Handball,Gold
Paolo Vidoz,M,ITA,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,Bronze
Paul Vidracu,M,ROU,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze
Nstor Vicente Vidrio Serrano,M,MEX,2012,Summer,London,Football,Football Men's Football,Gold
Ulrich Viefers,M,GER,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver
Valerie Viehoff,F,GER,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Douglas Eduardo Vieira,M,BRA,1984,Summer,Los Angeles,Judo,Judo Men's Half-Heavyweight,Silver
Sbastien Jean Servais Vielledent,M,FRA,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Gold
"Maria ""Rie"" Vierdag (-Smit)",F,NED,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
Marino Enrico Vigna,M,ITA,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Thierry Georges Vigneron,M,FRA,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Bronze
Maurice Marie Joseph Vignerot,M,FRA,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, Two Balls",Silver
Farpi Vignoli,M,ITA,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Gold
Charles Alfred Vigurs,M,GBR,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Igors Vihrovs,M,LAT,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Gold
"Vilho Lennart ""Lenni"" Viitala",M,FIN,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
Arvo Albert Viitanen,M,FIN,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Bjarte Engen Vik,M,NOR,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,Silver
Bjarte Engen Vik,M,NOR,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,Bronze
Bjarte Engen Vik,M,NOR,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,Gold
Bjarte Engen Vik,M,NOR,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Individual,Gold
Ragnar Magne Vik (Wik-),M,NOR,1920,Summer,Antwerpen,Sailing,Sailing Mixed 8 metres,Gold
Ingrid Anna Kristina Vikman,F,SWE,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Ingrid Anna Kristina Vikman,F,SWE,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Vladimir Ivanovich Vikulov,M,URS,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Ivanovich Vikulov,M,URS,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Alexis Vila Perdomo,M,CUB,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze
Lucas Martn Vila,M,ARG,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
"Penelope ""Penny"" Vilagos (-Brown)",F,CAN,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
"Victoria ""Vicky"" Vilagos (-Staton)",F,CAN,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
Franois Antoine Vilamitjana (Caubet-),M,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
Franois Antoine Vilamitjana (Caubet-),M,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
Ral Vilches More,M,CUB,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Bronze
Eleonora Vild (-okovi),F,YUG,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Silver
Raimonds Vilde,M,URS,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Silver
Sandro Viletta,M,SUI,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,Gold
Oszkr Vilezsl,M,HUN,1960,Summer,Roma,Football,Football Men's Football,Bronze
Sunette Stella Viljoen,F,RSA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Silver
Arvis Vilkaste,M,LAT,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,Silver
Lauri Tapani Vilkko,M,FIN,1952,Summer,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
