ID,Name,NOC,Year,Season,Sport,Event,Medal
61753,"Desmond Dalworth ""Des"" Koch",USA,1956,Summer,Athletics,Athletics Men's Discus Throw,Bronze
61754,Edeltraud Koch (-Rken),FRG,1972,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
61756,Erland Koch,GER,1912,Summer,Shooting,"Shooting Men's Trap, Team",Bronze
61776,Marita Koch (-Meier),GDR,1980,Summer,Athletics,Athletics Women's 400 metres,Gold
61776,Marita Koch (-Meier),GDR,1980,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
61778,Martin Koch,AUT,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
61785,Martina Helga Koch-Hallmen,FRG,1984,Summer,Hockey,Hockey Women's Hockey,Silver
61792,Ivan Vasilyevich Kochergin,URS,1968,Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze
61797,Dina Anatolyevna Kochetkova,RUS,1996,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
61806,Olga Aleksandrovna Kochneva,RUS,2016,Summer,Fencing,"Fencing Women's epee, Team",Bronze
61809,Ji Kochta,TCH,1968,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
61809,Ji Kochta,TCH,1972,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
61812,Madison Taylor Kocian,USA,2016,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
61812,Madison Taylor Kocian,USA,2016,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Silver
61815,Brigitte Kck,AUT,1998,Winter,Snowboarding,Snowboarding Women's Giant Slalom,Bronze
61816,"Rudolf Jonas Erikssson ""Putte"" Kock",SWE,1924,Summer,Football,Football Men's Football,Bronze
61820,Vladimr Kocman,TCH,1980,Summer,Judo,Judo Men's Heavyweight,Bronze
61823,Benedykt Kocot,POL,1972,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
61825,Antal Kocsis,HUN,1928,Summer,Boxing,Boxing Men's Flyweight,Gold
61826,Erzsbet Kocsis (-Sri),HUN,1996,Summer,Handball,Handball Women's Handball,Bronze
61827,Ferenc Kocsis,HUN,1980,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
61830,Lajos Kocsis,HUN,1968,Summer,Football,Football Men's Football,Gold
61830,Lajos Kocsis,HUN,1972,Summer,Football,Football Men's Football,Silver
61832,Sndor Kocsis,HUN,1952,Summer,Football,Football Men's Football,Gold
61838,"Mric ""Mr"" Kczn",HUN,1912,Summer,Athletics,Athletics Men's Javelin Throw,Bronze
61845,Nao Kodaira,JPN,2010,Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
61878,Paul Kipsiele Koech,KEN,2004,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
61879,Peter Koech,KEN,1988,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
61887,"Inger Charlotte ""Lotte"" Koefoed (-Pedersen)",DEN,1984,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
61891,Gerard Hendrik Koel,NED,1964,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
61918,Andreas Kofler,AUT,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Silver
61918,Andreas Kofler,AUT,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
61918,Andreas Kofler,AUT,2010,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
61925,Toshihiko Koga,JPN,1992,Summer,Judo,Judo Men's Lightweight,Gold
61925,Toshihiko Koga,JPN,1996,Summer,Judo,Judo Men's Half-Middleweight,Silver
61934,Benjamin Kipkurgat Arap Kogo,KEN,1968,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
61935,Micah Kemboi Kogo,KEN,2008,Summer,Athletics,"Athletics Men's 10,000 metres",Bronze
61938,Gogi Murmanovich Koguashvili,EUN,1992,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
61958,Claudia Gertrud Kohde-Kilsch (-Lehmann),FRG,1988,Summer,Tennis,Tennis Women's Doubles,Bronze
61962,Masahito Kohiyama,JPN,1992,Summer,Baseball,Baseball Men's Baseball,Bronze
61967,Benny Tord Kohlberg,SWE,1984,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
61968,Christa Khler (-Kinast),GDR,1976,Summer,Diving,Diving Women's Springboard,Silver
61977,Kara Michelle Kohler,USA,2012,Summer,Rowing,Rowing Women's Quadruple Sculls,Bronze
61978,Kthe Khler,GER,1936,Summer,Diving,Diving Women's Platform,Bronze
61984,Siegfried Khler,GER,1960,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
61986,Thomas Khler,GER,1964,Winter,Luge,Luge Men's Singles,Gold
61986,Thomas Khler,GDR,1968,Winter,Luge,Luge Men's Singles,Silver
61986,Thomas Khler,GDR,1968,Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
61988,Gisela Khler-Birkemeyer,GER,1956,Summer,Athletics,Athletics Women's 80 metres Hurdles,Silver
61988,Gisela Khler-Birkemeyer,GER,1960,Summer,Athletics,Athletics Women's 80 metres Hurdles,Bronze
62001,"Michael ""Mike"" Kohn",USA,2002,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze
62005,Peter Kohnke,GER,1960,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
62021,Reizo Koike,JPN,1932,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Silver
62021,Reizo Koike,JPN,1936,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
62031,Arto Ilmari Koivisto,FIN,1976,Winter,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
62031,Arto Ilmari Koivisto,FIN,1976,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
62032,Mikko Sakari Koivu,FIN,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
62032,Mikko Sakari Koivu,FIN,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62033,Saku Antero Koivu,FIN,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62033,Saku Antero Koivu,FIN,1998,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62033,Saku Antero Koivu,FIN,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
62033,Saku Antero Koivu,FIN,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62043,Anssi Einar Koivuranta,FIN,2006,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze
62044,Isao Koizumi,JPN,1968,Summer,Volleyball,Volleyball Men's Volleyball,Silver
62045,George Harold Kojac,USA,1928,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
62045,George Harold Kojac,USA,1928,Summer,Swimming,Swimming Men's 100 metres Backstroke,Gold
62052,Hirotami Kojima,JPN,1992,Summer,Baseball,Baseball Men's Baseball,Bronze
62059,Yukiyo Kojima,JPN,1968,Summer,Volleyball,Volleyball Women's Volleyball,Silver
62062,"Aagje ""Ada"" Kok (-van der Linden)",NED,1964,Summer,Swimming,Swimming Women's 100 metres Butterfly,Silver
62062,"Aagje ""Ada"" Kok (-van der Linden)",NED,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
62062,"Aagje ""Ada"" Kok (-van der Linden)",NED,1968,Summer,Swimming,Swimming Women's 200 metres Butterfly,Gold
62064,"Johan Adolf Frederik ""Jan"" Kok",NED,1908,Summer,Football,Football Men's Football,Bronze
62066,Melanie Kok,CAN,2008,Summer,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
62067,Werner Kok,RSA,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
62070,Leonidas Kokas,GRE,1996,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
62075,Beatrix Kkny (-Imre),HUN,1996,Summer,Handball,Handball Women's Handball,Bronze
62075,Beatrix Kkny (-Imre),HUN,2000,Summer,Handball,Handball Women's Handball,Silver
62076,Roland Kkny,HUN,2012,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
62079,"Renata Aparacida ""Kki"" da Costa",BRA,2004,Summer,Football,Football Women's Football,Silver
62079,"Renata Aparacida ""Kki"" da Costa",BRA,2008,Summer,Football,Football Women's Football,Silver
62088,Vin Anselmi Kokkinen,FIN,1928,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
62088,Vin Anselmi Kokkinen,FIN,1932,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
62097,Boris Borisovich Kokorev,RUS,1996,Summer,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
62104,Manfred Kokot,GDR,1976,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62109,Eduard Aleksandrovich Koksharov,RUS,2000,Summer,Handball,Handball Men's Handball,Gold
62109,Eduard Aleksandrovich Koksharov,RUS,2004,Summer,Handball,Handball Men's Handball,Bronze
62112,Hiroki Kokubo,JPN,1992,Summer,Baseball,Baseball Men's Baseball,Bronze
62116,Sara Kolak,CRO,2016,Summer,Athletics,Athletics Women's Javelin Throw,Gold
62122,Jasna Kolar-Merdan,YUG,1980,Summer,Handball,Handball Women's Handball,Silver
62122,Jasna Kolar-Merdan,YUG,1984,Summer,Handball,Handball Women's Handball,Gold
62133,Claudia Anne Kolb,USA,1964,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Silver
62133,Claudia Anne Kolb,USA,1968,Summer,Swimming,Swimming Women's 200 metres Individual Medley,Gold
62133,Claudia Anne Kolb,USA,1968,Summer,Swimming,Swimming Women's 400 metres Individual Medley,Gold
62138,Cheslin Kolbe,RSA,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
62140,Peter-Michael Kolbe,FRG,1976,Summer,Rowing,Rowing Men's Single Sculls,Silver
62140,Peter-Michael Kolbe,FRG,1984,Summer,Rowing,Rowing Men's Single Sculls,Silver
62140,Peter-Michael Kolbe,FRG,1988,Summer,Rowing,Rowing Men's Single Sculls,Silver
62143,"Frederick William ""Fred"" Kolberg",USA,1920,Summer,Boxing,Boxing Men's Welterweight,Bronze
62144,Marek Antoni Kolbowicz,POL,2008,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
62146,Pavel Konstantinovich Kolchin,URS,1956,Winter,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
62146,Pavel Konstantinovich Kolchin,URS,1956,Winter,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze
62146,Pavel Konstantinovich Kolchin,URS,1956,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
62146,Pavel Konstantinovich Kolchin,URS,1964,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
62147,Alevtina Pavlovna Kolchina (Leontyeva-),URS,1956,Winter,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver
62147,Alevtina Pavlovna Kolchina (Leontyeva-),URS,1964,Winter,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze
62147,Alevtina Pavlovna Kolchina (Leontyeva-),URS,1964,Winter,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
62147,Alevtina Pavlovna Kolchina (Leontyeva-),URS,1968,Winter,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Bronze
62147,Alevtina Pavlovna Kolchina (Leontyeva-),URS,1968,Winter,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
62148,Oleksandr Leonidovych Kolchynskiy,URS,1976,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
62148,Oleksandr Leonidovych Kolchynskiy,URS,1980,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
62149,Ern Kolczonay,HUN,1980,Summer,Fencing,"Fencing Men's epee, Individual",Silver
62149,Ern Kolczonay,HUN,1992,Summer,Fencing,"Fencing Men's epee, Team",Silver
62159,Eero Johannes Kolehmainen,FIN,1952,Winter,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
62160,"Johan Pietari ""Hannes"" Kolehmainen",FIN,1912,Summer,Athletics,"Athletics Men's 5,000 metres",Gold
62160,"Johan Pietari ""Hannes"" Kolehmainen",FIN,1912,Summer,Athletics,"Athletics Men's 10,000 metres",Gold
62160,"Johan Pietari ""Hannes"" Kolehmainen",FIN,1912,Summer,Athletics,"Athletics Men's Cross-Country, Individual",Gold
62160,"Johan Pietari ""Hannes"" Kolehmainen",FIN,1912,Summer,Athletics,"Athletics Men's Cross-Country, Team",Silver
62160,"Johan Pietari ""Hannes"" Kolehmainen",FIN,1920,Summer,Athletics,Athletics Men's Marathon,Gold
62161,Mikko Yrj Ilmari Kolehmainen,FIN,1992,Summer,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold
62169,Svetlana Konstantinovna Kolesnichenko,RUS,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
62173,Nikolay Vasilyevich Kolesnikov,URS,1976,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
62174,Nikolay Alekseyevich Kolesnikov,URS,1976,Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
62176,Anastasiya Nikolayevna Kolesnikova,RUS,2000,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
62178,Nadezhda Leonidovna Kolesnikova-Ilyina,URS,1976,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
62181,Anatoly Ivanovich Kolesov,URS,1964,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
62185,Georgios Koletis,GRE,1896,Summer,Cycling,Cycling Men's 100 kilometres,Silver
62189,Ivan Petkov Kolev,BUL,1956,Summer,Football,Football Men's Football,Bronze
62190,Ivan Kolev Ivanov,BUL,1976,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
62191,Nedelcho Lazarov Kolev,BUL,1980,Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze
62196,Vladimir Kolev,BUL,1976,Summer,Boxing,Boxing Men's Light-Welterweight,Bronze
62198,Mariya Koleva,BUL,1996,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
62204,Michael (-Mikhail) Kolganov,ISR,2000,Summer,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze
62207,Voitto Valdemar Kolho (Saxberg-),FIN,1920,Summer,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Bronze
62208,Yrj Eliel Kolho (Saxberg-),FIN,1920,Summer,Shooting,"Shooting Men's Running Target, Single Shot, Team",Silver
62208,Yrj Eliel Kolho (Saxberg-),FIN,1920,Summer,Shooting,"Shooting Men's Running Target, Double Shot, Team",Bronze
62210,Osea Kolinisau,FIJ,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
62213,John Waldrip Kolius,USA,1976,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
62216,Olha Oleksivna Kolkova (-Baitaliuk),URS,1976,Summer,Rowing,Rowing Women's Coxed Eights,Silver
62234,Janne Kolling (-Johannesen),DEN,1996,Summer,Handball,Handball Women's Handball,Gold
62234,Janne Kolling (-Johannesen),DEN,2000,Summer,Handball,Handball Women's Handball,Gold
62252,Pavel Anatolyevich Kolobkov,URS,1988,Summer,Fencing,"Fencing Men's epee, Team",Bronze
62252,Pavel Anatolyevich Kolobkov,EUN,1992,Summer,Fencing,"Fencing Men's epee, Individual",Silver
62252,Pavel Anatolyevich Kolobkov,EUN,1992,Summer,Fencing,"Fencing Men's epee, Team",Bronze
62252,Pavel Anatolyevich Kolobkov,RUS,1996,Summer,Fencing,"Fencing Men's epee, Team",Silver
62252,Pavel Anatolyevich Kolobkov,RUS,2000,Summer,Fencing,"Fencing Men's epee, Individual",Gold
62252,Pavel Anatolyevich Kolobkov,RUS,2004,Summer,Fencing,"Fencing Men's epee, Individual",Bronze
62253,Aleksandr Viktorovich Kolobnev,RUS,2008,Summer,Cycling,"Cycling Men's Road Race, Individual",Bronze
62254,Violetta Vitalyevna Kolobova,RUS,2016,Summer,Fencing,"Fencing Women's epee, Team",Bronze
62258,Yevgeniya Nikolayevna Kolodko,RUS,2012,Summer,Athletics,Athletics Women's Shot Put,Silver
62263,"Albertina Iosifovna ""Berta"" Kolokoltseva (Zlobina-)",URS,1964,Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Bronze
62264,Nikolay Aleksandrovich Kolomenkin,RUS,1908,Summer,Figure Skating,Figure Skating Men's Special Figures,Gold
62269,Gyrgy Kolonics,HUN,1996,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
62269,Gyrgy Kolonics,HUN,1996,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
62269,Gyrgy Kolonics,HUN,2000,Summer,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
62269,Gyrgy Kolonics,HUN,2004,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
62274,Aleksandr Stanislavovich Kolotov,URS,1988,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
62274,Aleksandr Stanislavovich Kolotov,EUN,1992,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
62275,Viktor Mykhailovych Kolotov,URS,1972,Summer,Football,Football Men's Football,Bronze
62275,Viktor Mykhailovych Kolotov,URS,1976,Summer,Football,Football Men's Football,Bronze
62285,Tatyana Alekseyevna Kolpakova (-Abbyasova),URS,1980,Summer,Athletics,Athletics Women's Long Jump,Gold
62293,Yuliya Nikolayevna Koltunova,RUS,2004,Summer,Diving,Diving Women's Synchronized Platform,Silver
62297,Leonid Fedorovych Kolumbet,URS,1960,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
62303,Mangte Chungneijang Mary Kom,IND,2012,Summer,Boxing,Boxing Women's Flyweight,Bronze
62308,Wadysaw Komar,POL,1972,Summer,Athletics,Athletics Men's Shot Put,Gold
62311,Tibor Komromi,HUN,1988,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
62312,Aleksey Filippovich Komarov,URS,1952,Summer,Rowing,Rowing Men's Coxed Eights,Silver
62314,"Leonid ""Leo"" Komarov",FIN,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62315,Mykola Anatoliyovych Komarov,URS,1988,Summer,Rowing,Rowing Men's Coxed Eights,Silver
62319,Stanislava Stanislavovna Komarova,RUS,2004,Summer,Swimming,Swimming Women's 200 metres Backstroke,Silver
62321,Alina Ivanivna Komashchuk,UKR,2016,Summer,Fencing,"Fencing Women's Sabre, Team",Silver
62326,Arijan Komazec,CRO,1992,Summer,Basketball,Basketball Men's Basketball,Silver
62330,Rachel Komisarz,USA,2004,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
62330,Rachel Komisarz,USA,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
62331,Vera Yakovlevna Komisova (Nikitina-),URS,1980,Summer,Athletics,Athletics Women's 100 metres Hurdles,Gold
62331,Vera Yakovlevna Komisova (Nikitina-),URS,1980,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
62338,Gennady Viktorovich Komnatov,URS,1972,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
62340,Jelica Komnenovi,YUG,1980,Summer,Basketball,Basketball Women's Basketball,Bronze
62343,Imre Komora,HUN,1964,Summer,Football,Football Men's Football,Gold
62351,Viktoriya Aleksandrovna Komova,RUS,2012,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Silver
62351,Viktoriya Aleksandrovna Komova,RUS,2012,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
62357,Atanas Slavchev Komshev,BUL,1988,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
62362,Haruhiko Kon,JPN,1932,Summer,Hockey,Hockey Men's Hockey,Silver
62363,Maxwell Konadu,GHA,1992,Summer,Football,Football Men's Football,Bronze
62365,Serik Kerimbekovich Konakbayev,URS,1980,Summer,Boxing,Boxing Men's Light-Welterweight,Silver
62370,Janina Konarska-Sonimska (Seideman-),POL,1932,Summer,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",Silver
62376,Jon Francis Koncak,USA,1984,Summer,Basketball,Basketball Men's Basketball,Gold
62381,Yury Georgiyevich Kondakov,URS,1976,Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
62386,Ami Kondo,JPN,2016,Summer,Judo,Judo Women's Extra-Lightweight,Bronze
62388,Masako Kondo,JPN,1964,Summer,Volleyball,Volleyball Women's Volleyball,Gold
62398,Vladimir Grigoryevich Kondra,URS,1972,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
62398,Vladimir Grigoryevich Kondra,URS,1976,Summer,Volleyball,Volleyball Men's Volleyball,Silver
62398,Vladimir Grigoryevich Kondra,URS,1980,Summer,Volleyball,Volleyball Men's Volleyball,Gold
62400,Anna Nikolayevna Kondrashina (-Krylova),URS,1976,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
62404,Lyudmila Andreyevna Kondratyeva (-Sedykh),URS,1980,Summer,Athletics,Athletics Women's 100 metres,Gold
62404,Lyudmila Andreyevna Kondratyeva (-Sedykh),URS,1988,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
62418,Jaroslav Konen,TCH,1972,Summer,Handball,Handball Men's Handball,Silver
62423,Vlastibor Konen,TCH,1980,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
62427,Anatoly Konstantinovich Konev,URS,1952,Summer,Basketball,Basketball Men's Basketball,Silver
62431,Kong Linghui,CHN,1996,Summer,Table Tennis,Table Tennis Men's Doubles,Gold
62431,Kong Linghui,CHN,2000,Summer,Table Tennis,Table Tennis Men's Singles,Gold
62431,Kong Linghui,CHN,2000,Summer,Table Tennis,Table Tennis Men's Doubles,Silver
62437,Pauline Konga,KEN,1996,Summer,Athletics,"Athletics Women's 5,000 metres",Silver
62443,Erling Asbjrn Kongshaug,NOR,1952,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
62447,Miroslav Konek,TCH,1960,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
62447,Miroslav Konek,TCH,1964,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
62455,Clas Henrik Magnus Knig,SWE,1920,Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
62455,Clas Henrik Magnus Knig,SWE,1924,Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Silver
62461,Rita Knig (-Rmer),GER,2000,Summer,Fencing,"Fencing Women's Foil, Individual",Silver
62461,Rita Knig (-Rmer),GER,2000,Summer,Fencing,"Fencing Women's Foil, Team",Bronze
62480,Hiroyuki Konishi,JPN,1988,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
62481,Kenichi Konishi,JPN,1932,Summer,Hockey,Hockey Men's Hockey,Silver
62489,Anatoliy Dmytrovych Konkov,URS,1976,Summer,Football,Football Men's Football,Bronze
62493,Akitsugu Konno,JPN,1972,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
62494,Ford Hiroshi Konno,USA,1952,Summer,Swimming,Swimming Men's 400 metres Freestyle,Silver
62494,Ford Hiroshi Konno,USA,1952,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
62494,Ford Hiroshi Konno,USA,1952,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
62494,Ford Hiroshi Konno,USA,1956,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
62499,Akira Kono,JPN,1956,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
62502,Takanori Kono,JPN,1992,Winter,Nordic Combined,Nordic Combined Men's Team,Gold
62502,Takanori Kono,JPN,1994,Winter,Nordic Combined,Nordic Combined Men's Team,Gold
62502,Takanori Kono,JPN,1994,Winter,Nordic Combined,Nordic Combined Men's Individual,Silver
62503,"Tamio ""Tommy"" Kono",USA,1952,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
62503,"Tamio ""Tommy"" Kono",USA,1956,Summer,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
62503,"Tamio ""Tommy"" Kono",USA,1960,Summer,Weightlifting,Weightlifting Men's Middleweight,Silver
62513,"Halina (Leonarda Kazimiera-) Konopacka (-Matuszewska, -Szczerbiska, -Stowe)",POL,1928,Summer,Athletics,Athletics Women's Discus Throw,Gold
62516,Stanislav Konopsek,TCH,1948,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
62524,Viktor Sergeyevich Konovalenko,URS,1964,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
62524,Viktor Sergeyevich Konovalenko,URS,1968,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
62530,Yury Semyonovich Konovalov,URS,1956,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62530,Yury Semyonovich Konovalov,URS,1960,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62535,Karsten Magnus Konow,NOR,1936,Summer,Sailing,Sailing Mixed 6 metres,Silver
62536,Magnus Andreas Thulstrup Clasen Konow,NOR,1912,Summer,Sailing,Sailing Mixed 12 metres,Gold
62536,Magnus Andreas Thulstrup Clasen Konow,NOR,1920,Summer,Sailing,Sailing Mixed 8 metres,Gold
62536,Magnus Andreas Thulstrup Clasen Konow,NOR,1936,Summer,Sailing,Sailing Mixed 6 metres,Silver
62538,Ferenc Konrd,HUN,1968,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
62538,Ferenc Konrd,HUN,1972,Summer,Water Polo,Water Polo Men's Water Polo,Silver
62538,Ferenc Konrd,HUN,1976,Summer,Water Polo,Water Polo Men's Water Polo,Gold
62539,Jnos Konrd,HUN,1960,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
62539,Jnos Konrd,HUN,1964,Summer,Water Polo,Water Polo Men's Water Polo,Gold
62539,Jnos Konrd,HUN,1968,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
62543,"Ilze ""Ilsa"" Konrads",AUS,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
62543,"Ilze ""Ilsa"" Konrads",AUS,1960,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
62544,"Jnis ""John"" Konrads",AUS,1960,Summer,Swimming,Swimming Men's 400 metres Freestyle,Bronze
62544,"Jnis ""John"" Konrads",AUS,1960,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
62544,"Jnis ""John"" Konrads",AUS,1960,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
62547,Ulrich Kons,GDR,1980,Summer,Rowing,Rowing Men's Coxed Eights,Gold
62552,Aristidis Konstantinidis,GRE,1896,Summer,Cycling,"Cycling Men's Road Race, Individual",Gold
62557,Konstantinos von Schleswig-Holstein-Sonderburg-Glcksburg,GRE,1960,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
62567,Vitaly Viktorovich Konstantinov,URS,1976,Summer,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
62575,Pavlos Kontides,CYP,2012,Summer,Sailing,Sailing Men's One Person Dinghy,Silver
